"","date","party","state","text","before_after"
"875",2003-11-18,"D","NJ","private first class barry winchell was bludgeoned to death with a baseball bat by a fellow soldier who believed that private winchell was gay. did he use his position of authority to stamp out the hateful and dangerous climate of antigay sentiment on the base? denying that a vile culture of hate and harassment against gays had been pervasive for some time. but his sentiments do not jibe with reports from soldiers at the base detailing widespread harassment of soldiers thought to be homosexual and the ubiquitous presence of antigay graffiti. he did not condemn antigay behavior on his base. he refused to meet with gay rights organizations who simply wanted to address the homophobia prevalent there. general clark failed to request the psychological and training services provided by the army on how to address antigay harassment after the murder.","before"
"876",2004-04-29,"D","NJ","nonpartisan group called gays. lesbians and allies senate staff. the caucus is open to all senate staff and is the first ever for gay and lesbian senate staff and their allies. it is designed to raise awareness of issues affecting the gay and lesbian community and increase visibility. and promote the welfare and dignity of gay and lesbian senate employees by providing a safe environment -for social interaction and professional development.","before"
"877",2004-05-21,"D","NJ","and gays and lesbians. we need only remember that it is only this week when the massachusetts supreme courts order recognizing gay marriages is given the full effect of law.","before"
"878",2004-07-13,"D","NJ","we are going to be discussing whether we put into the constitution a ban on gay marriage. we have to discuss gay marriage. we want to talk about whether a gay couple can engage in a relationship or a marriage. are we debating an amendment to the constitution designed to restrict the rights of gay americans? we want to discuss gay marriage. this is gay bashing.","before"
"879",2004-07-14,"D","NJ","it is unfortunate that a misinformation campaign about the consequences of this amendment has been waged upon the american public by organizations that want to play politics at the expense of gay and lesbian americans. are trying to set off the crisis alarm by falsely claiming that the entire country will have to recognize gay marriages conducted in massachusetts. another example of this misinformation campaign is the argument that this amendment does not threaten states rights to recognize gay and lesbian couples through other legal mechanisms. it is far from clear that this amendment will not restrict gay and lesbian couples rights as its supporters claim. is a ""legal incident?"" it doesnt take a legal scholar to understand that this sentence threatens gays and lesbians rights to visit each other in the hospital. it will ensure that committed gay and lesbian couples will never be stopped from spending their last moments togethet. if the senate is to consider the legal status of gay and lesbian americans. this body should consider the unique challenges faced by gay and lesbian americans. i dont understand how beating up on gay couples accomplishes that. discriminates against gay and lesbian americans. i have received compelling correspondence from gay. lesbian and bisexual local officials. i ask unanimous consent that a copy of the letter from the gay. lesbian and bisexual local officials. dear united states senator: on behalf of the gay. lesbian and bisexual local officials (glblo) board of directors and members. gay. lesbian. and bisexual local elected officials (glblo). they might sayon gay marriage and a constitutional amendment.","before"
"880",2004-07-22,"D","NJ","i opposed domabecause i felt it was a blatant act of discrimination against gays and lesbians. they were embarrassed in the other body when they could not even muster a majority on a constitutional amendment banning gay marriage. 3313 would deprive a minority populationgay men and womenof basic freedoms. today its gay men and women.","before"
"881",2004-09-23,"D","NJ","""mission accomplished"" gays: job well done.","before"
"882",2004-09-30,"D","NJ","i oppose this constitutional amendment because it would write discrimination against gays and lesbians into our nations constitution. this amendment not only prevents gays and lesbians from marrying.","before"
"883",2005-10-26,"D","NJ","gayle.","before"
"884",2006-06-06,"D","NJ","president bush and the republican leadership want congress to drop everything to debate gay marriage. not one of them came to talk to me about gay marriage. they are not discussing gay marriage. this is simply political gaybashing. we are talking about gay marriage. the first thing i want you to do is make sure there is no gay marriage in this country. those of us who are talking against this do not necessarily support gay marriage.","before"
"885",2006-06-07,"D","NJ","we tried to pass a constitutional amendment on gay marriage.","before"
"886",2006-07-18,"D","NJ","attacking gay couples who want to share lifelong obligations and responsibilities undermines the spirit of community that this amendment purports to strengthen.","before"
"887",2007-05-03,"D","NJ","national gay and lesbian task force.","before"
"888",2007-09-26,"D","NJ","they committed this brutal crime for one reasonand one reason onlybecause the victim was gay. pfc barry winchell was similarly killed because his attackers believedbelievedhe was gay.","before"
