"","date","party","state","text"
"478",1989-08-02,"D","KY","a homosexual newspaper says that project 10 has singlehandedly become a national resource center for gay youth and that the creator of project 10 is developing educational materials for schools nationwide and brainstorming political strategies for dealing with the incredible opposition project 10 continues to generate."
"479",1990-05-14,"D","KY","at the invitation of representative joseph gaydos. i would like to urge representative gaydos and his subcommittee to convene as soon as possible a full oversight hearing with regard to msha and its activities leading up to and following the explosion at pyro."
"480",1990-09-13,"D","KY","my friend joe gaydos of pennsylvama. my friend joe gaydos of pennsylvania."
"481",1993-03-31,"D","KY","to receive testimony on the military policy concerning the service of gay men and lesbians in the armed forces: the role of unit cohesion in developing combat effectiveness."
"482",1993-04-29,"D","KY","to receive testimony on the military policy concerning the service of gay men and lesbians in the armed forces: the experience in foreign countries."
"483",1993-05-07,"D","KY","to receive testimony from members of the senate on the service of gay men and lesbians in the armed forces."
"484",1993-05-11,"D","KY","to receive testimony from current and former members of the military services on the service of gay men and lesbians in the armed forces."
"485",1993-07-21,"R","KY","gaydos."
"486",1993-07-22,"D","KY","to receive testimonyon department of defense policy on the service of gay men and lesbians in the armed forces."
"487",1994-05-24,"D","KY","gaysthat was part of itguns. gays."
"488",1998-02-25,"R","KY","i think the court is going to gay. he ardent gay rights acs ad as a message from on network to vote yet."
"489",2004-07-13,"R","KY","i pay tribute and congratulate melissa gayle bridges of mayfield."
"490",2004-07-14,"R","KY","as any onset of gay marriage in these coun- proposed amendment ultimately must tries has not simply accelerated a de- be approved by threefourths of state cline in the number of traditional mar- legislatures--the democratic instituriages. the allard amendment facto gay marriage -in 1993 and 1994. i believe denmark has seen a.25 percent increase the lessons from scandinavia counsel in cohabiting couples with children against experimenting with marriage since the advent of de facto gay mar- though."
"491",2005-06-27,"R","KY","i cannot gay i felt bad for any terrorist who had to spend the night in camp xray."
"492",2005-07-11,"R","KY","i ask unanimous consent that the senate stand in adjournment under the previous order as a mark of further respect to the memory of former senator gaylord nelson."
"493",2007-01-29,"D","KY","william gay."
"494",2007-09-24,"R","KY","with the time -nated against gays now welcomes a equally divided between the two leadman whose government reportedly exe- ers or their designees."
"495",2009-03-31,"R","KY","his parents sherman and gayle stream."
"496",2011-09-23,"R","KY","cpl lorenza gayles. as the fourth child of david and virginia gayles. a longtime friend of the gayles family. and the entire platoon knew lorenza was the real deal."" corporal lorenza gayles was deployed to vietnam on june 21. corporal gayles was killed instantly. several weeks later his parents were presented with corporal gayless posthumously awarded purple heart medal. corporal gayles is buried in the lynch cemetery in middlesboro. that poor little gayles boy. cpl lorenza gayless life may not have been long. i ask unanimous consent that the entire article remembering cpl lorenza gayles."
"497",2011-10-26,"D","KY","i rise today to honor louisvilles fairness campaignkentuckys oldest lesbian. gay. bisexual. and transgender civil rights organization."
"498",2015-12-02,"D","KY","he reinstated an executive order prohibiting lgbt discrimination against government workers."
"499",2016-06-14,"R","KY","and throws gay men to their deaths from rooftops."
"500",2016-06-15,"R","KY","who pledged his allegiance to a group who stones gay men and tosses them from rooftops."
"501",1981-10-02,"D","LA","gayerment is now trying to establish a program which is going to encourage domestic sugar production."
"502",1981-10-26,"D","LA","sheik yamani gays that one of his motives in holding up production anad holding prite down is that if he does not do that."
"503",1981-11-03,"D","LA","does the senator know the terminologay?"
"504",1981-12-11,"R","LA","smith (ne) smith (nj) smith (or) smith (pa) snowe snyder solars solomon spence st germain stangeland stanton stenholm stratton studds stump swift synar tauke tauzin taylor thomas traxiler trible udall vento volkmer walgren wampler washington watkins waxman weaver weber (o) wois white whitehurst whitley burton phillip gaydoa whittaker whitten williams (mtf) williams (oh) wilson winn wirtuh b~arnes brown (co) coats coughlin dickinsqon drqier dunn emerson wolf."
"505",1985-05-07,"D","LA","gayle."
"506",1985-10-09,"D","LA","the coach was a young man by the name of edward gay robinson. and the man behind the incredible successthis small school is located five miles west of ruston and 60 miles east of shreveport and has an enrollment of just over 4.000is eddie gay robinson. eddie gay robinson has done more than his duty in helping make grambling one of the most successful football teams in college history."
"507",1986-03-14,"D","LA","i want them to hear how the slippery ""8g"" deal finally went queer."
"508",1991-08-01,"D","LA","to be a member of the equal employment opportunity commission calendar 290: the following persons to be members of the board of directors of the commission on national and community service: * for a term of 1 year: gayle e."
"509",1992-03-17,"D","LA","they are joined by other remarkable women who serve louisiana: employment and training secretary gayle truly."
"510",1992-07-01,"R","LA","these corporations are taking this action because of the boy scouts position on not allowing openly gay people to serve as scoutmaster."
